date,home_team,wx_temp_f,wx_wind_mph,wx_precip_pct,wx_precip_type,wx_sky,roof,surface,neutral_site
2026-01-04,Atlanta Falcons,49.46,5.1573793000000006,0.0,none,,retractable,artificial,
2026-01-04,Buffalo Bills,24.98,13.8565733,100.0,snow,,open,grass,
2026-01-04,Chicago Bears,25.34,6.4622584000000005,0.0,none,,open,grass,
2026-01-04,Cincinnati Bengals,28.76,3.2932663,0.0,none,,open,artificial,
2026-01-04,Denver Broncos,47.84,12.365282899999999,0.0,none,,open,grass,
2026-01-04,Houston Texans,59.18,7.2700407,0.0,none,,retractable,artificial,
2026-01-04,Jacksonville Jaguars,56.84,10.501169899999999,100.0,rain,,open,grass,
2026-01-04,Los Angeles Rams,57.2,6.648669699999999,100.0,rain,,fixed,artificial,
2026-01-04,Las Vegas Raiders,53.42,9.8176618,100.0,rain,,fixed,grass,
2026-01-04,Minnesota Vikings,19.22,14.7886298,100.0,snow,,fixed,artificial,
2026-01-04,New England Patriots,24.8,8.077823,100.0,snow,,open,artificial,
2026-01-04,New York Giants,28.04,7.5807262,100.0,snow,,open,artificial,
2026-01-04,Philadelphia Eagles,30.38,8.4506456,0.0,none,,open,grass,
2026-01-04,Pittsburgh Steelers,24.08,7.8292746,100.0,snow,,open,grass,
2026-01-04,San Francisco 49ers,54.68,9.6933876,100.0,rain,,open,grass,
2026-01-04,Tampa Bay Buccaneers,64.94,8.5749198,100.0,rain,,open,grass,
