player,team,market,line,over_price,under_price,book,event,game_time,home_team,away_team,is_ladder
Malachi Corley,NYJ,Anytime TD,,1800.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
Jordan Mason,MIN,Anytime TD,,-122.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
Quinshon Judkins,CLE,Anytime TD,,-114.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
Justin Jefferson,MIN,Anytime TD,,175.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
Jordan Addison,MIN,Anytime TD,,275.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
Jerry Jeudy,CLE,Anytime TD,,350.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
T.J. Hockenson,MIN,Anytime TD,,350.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
Harold Fannin Jr.,CLE,Anytime TD,,440.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
Dillon Gabriel,CLE,Anytime TD,,500.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
David Njoku,CLE,Anytime TD,,500.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
Isaiah Bond,CLE,Anytime TD,,600.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
Jerome Ford,CLE,Anytime TD,,700.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
Zavier Scott,MIN,Anytime TD,,625.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
Minnesota Defense,,Anytime TD,,725.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
Jalen Nailor,MIN,Anytime TD,,800.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
Carson Wentz,MIN,Anytime TD,,900.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
Cleveland Browns Defense,,Anytime TD,,800.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
Raheim Sanders,CLE,Anytime TD,,1400.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
Josh Oliver,MIN,Anytime TD,,1300.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
Dylan Sampson,CLE,Anytime TD,,1400.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
Jamari Thrash,CLE,Anytime TD,,1400.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
Adam Thielen,MIN,Anytime TD,,1400.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
Cam Akers,NO,Anytime TD,,1800.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
Gage Larvadain,CLE,Anytime TD,,1800.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
Nick Vannett,MIN,Anytime TD,,2500.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
Ben Yurosek,MIN,Anytime TD,,2500.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
Tai Felton,MIN,Anytime TD,,2500.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
Myles Price,MIN,Anytime TD,,2500.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
Blake Whiteheart,CLE,Anytime TD,,5000.0,,Bovada,Minnesota Vikings @ Cleveland Browns,1759671000000,Browns,Vikings,False
