feature,mi
rush_rate_diff,0.6859625571686502
pass_rate_diff,0.6858743581917582
off_epa_diff,0.6855224252091872
def_epa_diff,0.6853561073817864
sos_diff,0.6847912679684843
pace_secs_play_diff,0.6846379797585498
elo_away_pre,0.68461987575803
elo_home_pre,0.6845608887303183
away_def_ppg,0.6845600325426514
home_def_ppg,0.6844919858702345
elo_diff,0.6844712848751091
home_net_margin,0.6843805542730661
away_net_margin,0.6843009494794555
def_ppg_diff,0.6841750204894049
net_margin_diff,0.6836272768656178
away_off_ppg,0.6835810578824031
home_off_ppg,0.6835473561035846
off_ppg_diff,0.6832624152383697
away_sos,0.628621897427501
away_off_epa,0.6232813254723578
def_epa_1h_a,0.6221675270864069
off_epa_1h_a,0.6213802297168904
def_epa_2h_h,0.617983147535451
home_def_epa,0.616492129174676
off_epa_1h_h,0.6148058000029314
away_pace_secs_play,0.6126586067190284
off_epa_2h_h,0.6105483900375998
off_epa_2h_a,0.6097445262803073
def_epa_1h_h,0.6084208040984815
home_sos,0.6078060646930539
away_def_epa,0.6057862800469549
def_epa_2h_a,0.604603253531627
home_pace_secs_play,0.6035028160057625
home_off_epa,0.6032115944347667
away_rush_rate,0.56856746280411
total_points,0.5648091220135911
home_pass_rate,0.5637501617038918
home_rush_rate,0.5625309087948103
away_pass_rate,0.5600562148992239
home_margin,0.2619666614257796
away_second_half,0.2452603539213576
away_first_half,0.2409824906048903
home_q4,0.20455254665612532
home_first_half,0.204499088371912
home_second_half,0.20182857740231785
away_q2,0.13171913660283208
away_q1,0.12950464088004243
rest_days_diff,0.10426613487336334
away_q4,0.10198989656445678
away_q3,0.08296387325199239
home_q2,0.07906868981887816
home_q1,0.07134457079716228
home_rating_games,0.06711695569205633
away_rest_days,0.05625291647259578
away_rating_games,0.05024342995360365
home_rest_days,0.04325901370955143
home_q3,0.04069647243050767
inj_starters_out_diff,0.03716066685849606
home_inj_starters_out,0.024098284417934046
inj_wr1_out_diff,0.022228763559935638
inj_wr_top2_out_diff,0.020332139173165897
away_inj_wr1_out,0.019822832040511384
away_inj_starters_out,0.015121191931396938
away_inj_qb_out,0.014696336887007666
away_inj_rb1_out,0.014588458231777013
off_rz_pass_rate_diff,0.01226019693373459
inj_qb_out_diff,0.010565774877800305
is_postseason,0.009836016001753212
away_inj_wr_top2_out,0.008651127149958748
def_sack_rate_diff,0.008070223593455994
home_inj_wr1_out,0.006460211142492067
qb_adj_diff,0.005488999004279238
def_te_ypt_mult_diff,0.005433854292900442
def_rz_pass_rate_diff,0.003988846794016121
home_inj_te1_out,0.0038163321902577874
off_sack_rate_diff,0.002582171004987144
inj_rb1_out_diff,0.0017854273958988198
home_inj_rb1_out,0.001472992532774109
def_wr_share_mult_diff,0.0014435981475211523
def_wr_ypt_mult_diff,0.0005693167416922496
def_te_share_mult_diff,0.00033697669789423124
def_rb_ypt_mult_diff,0.0
neutral_site_flag,0.0
inj_te1_out_diff,0.0
away_inj_te1_out,0.0
home_inj_wr_top2_out,0.0
home_inj_qb_out,0.0
def_rb_share_mult_diff,0.0
