week,n_games,acc_home_win,acc_spread_cover,acc_over_under,mae_margin,mae_total,home_pred_rate,acc_pred_home,acc_pred_away,acc_actual_home,acc_actual_away
1,16,0.6875,,,7.802802439729831,12.503820316236537,0.5,0.75,0.625,0.6666666666666666,0.7142857142857143
2,16,0.75,,,9.39672564283103,11.299874118861773,0.5625,0.6666666666666666,0.8571428571428571,0.8571428571428571,0.6666666666666666
3,16,0.5625,,,12.821684341965497,11.936869619871828,0.5625,0.7777777777777778,0.2857142857142857,0.5833333333333334,0.5
4,16,0.625,,,9.272515731586855,8.296345694295876,0.6875,0.7272727272727273,0.4,0.7272727272727273,0.4
5,14,0.2857142857142857,,,14.258848544432627,9.924945053313072,0.5714285714285714,0.125,0.5,0.25,0.3
6,15,0.4666666666666667,,,9.606058411596624,9.92246579532715,0.4666666666666667,0.5714285714285714,0.375,0.4444444444444444,0.5
7,15,0.6666666666666666,,,11.58024834165789,11.878494410242528,0.5333333333333333,0.75,0.5714285714285714,0.6666666666666666,0.6666666666666666
8,13,0.7692307692307693,,,14.486276537598354,9.20016519885799,0.6923076923076923,0.7777777777777778,0.75,0.875,0.6
9,14,0.6428571428571429,,,11.580141083620614,10.534716180687836,0.6428571428571429,0.4444444444444444,1.0,1.0,0.5
10,14,0.7142857142857143,,,10.032748200481034,13.804456138800711,0.7142857142857143,0.7,0.75,0.875,0.5
11,15,0.6666666666666666,,,9.451371748581623,11.271770509764432,0.4666666666666667,0.7142857142857143,0.625,0.625,0.7142857142857143
12,14,0.6428571428571429,,,8.839082818268322,9.478966095301157,0.5714285714285714,0.75,0.5,0.6666666666666666,0.6
13,16,0.4375,1.0,1.0,11.304890787625062,10.188275848813722,0.5625,0.4444444444444444,0.42857142857142855,0.5,0.375
14,14,0.5,,,15.803708875655811,10.62664657976808,0.5,0.42857142857142855,0.5714285714285714,0.5,0.5
15,16,0.75,,,8.454331807009655,14.886961902400758,0.625,0.8,0.6666666666666666,0.8,0.6666666666666666
16,16,0.375,1.0,0.0,13.881635423325896,11.376322696775706,0.5,0.25,0.5,0.3333333333333333,0.4
17,16,0.5625,,,12.22628758643662,12.171251602854944,0.3125,0.4,0.6363636363636364,0.3333333333333333,0.7
