scenario_id,scenario_label,abs_error_sum,game_id,team,player,player_id,position,rec_yards,rec_yards_act,targets,targets_act,rush_yards,rush_yards_act,pass_yards,pass_yards_act,pick
v2_baseline,Baseline,222.72,2025_17_BAL_GB,Baltimore Ravens,Derrick Henry,00-0032764,RB,19.6,0.0,4.34,0.0,44.0,216.0,0.0,0.0,baseline
v2_baseline,Baseline,173.69,2025_17_DET_MIN,Minnesota Vikings,Max Brosmer,00-0040494,QB,0.0,0.0,0.0,0.0,11.6,0.0,204.0,51.0,baseline
v2_baseline,Baseline,173.37,2025_17_TB_MIA,Tampa Bay Buccaneers,Baker Mayfield,00-0034855,QB,0.0,0.0,0.0,0.0,18.9,0.0,216.2,346.0,baseline
v2_baseline,Baseline,173.19,2025_17_SEA_CAR,Carolina Panthers,Bryce Young,00-0039150,QB,0.0,0.0,0.0,0.0,17.3,-3.0,200.8,54.0,baseline
v2_baseline,Baseline,160.35000000000002,2025_17_LA_ATL,Atlanta Falcons,Bijan Robinson,00-0038542,RB,20.4,34.0,4.33,8.0,59.1,195.0,0.0,0.0,baseline
v2_baseline,Baseline,158.12,2025_17_CHI_SF,Chicago Bears,Caleb Williams,00-0039918,QB,0.0,0.0,0.0,0.0,23.9,3.0,209.3,330.0,baseline
v2_baseline,Baseline,155.51999999999998,2025_17_DEN_KC,Kansas City Chiefs,Chris Oladokun,00-0037324,QB,0.0,0.0,0.0,0.0,6.8,0.0,204.0,66.0,baseline
v2_baseline,Baseline,154.22,2025_17_PHI_BUF,Buffalo Bills,Joshua Palmer,nan,WR,58.6,3.0,5.79,4.0,0.0,74.0,0.0,0.0,baseline
v2_baseline,Baseline,139.54000000000002,2025_17_NO_TEN,New Orleans Saints,Tyler Shough,00-0040743,QB,0.0,0.0,0.0,0.0,6.7,-2.0,204.0,333.0,baseline
v2_baseline,Baseline,131.09000000000003,2025_17_PHI_BUF,Philadelphia Eagles,Jalen Hurts,00-0036389,QB,0.0,0.0,0.0,0.0,29.3,2.0,201.3,110.0,baseline
v2_baseline,Baseline,130.0,2025_17_TB_MIA,Tampa Bay Buccaneers,Jalen McMillan,00-0039855,WR,0.0,114.0,0.0,9.0,0.0,0.0,0.0,0.0,baseline
v2_baseline,Baseline,123.81,2025_17_CHI_SF,Chicago Bears,Luther Burden III,00-0040735,WR,24.8,138.0,3.73,9.0,0.0,0.0,0.0,0.0,baseline
v2_baseline,Baseline,122.81,2025_17_CHI_SF,San Francisco 49ers,Christian McCaffrey,00-0033280,RB,19.0,41.0,4.3,6.0,51.3,140.0,0.0,0.0,baseline
v2_baseline,Baseline,120.00000000000001,2025_17_LA_ATL,Atlanta Falcons,Kirk Cousins,00-0029604,QB,0.0,0.0,0.0,0.0,10.0,1.0,219.8,126.0,baseline
v2_baseline,Baseline,114.0,2025_17_SEA_CAR,Carolina Panthers,Trevor Etienne,00-0040644,RB,0.0,16.0,0.0,3.0,0.0,76.0,0.0,0.0,baseline
v2_baseline,Baseline,112.21000000000001,2025_17_CHI_SF,San Francisco 49ers,Brock Purdy,00-0037834,QB,0.0,0.0,0.0,0.0,21.3,7.0,217.4,303.0,baseline
v2_baseline,Baseline,111.0,2025_17_PHI_BUF,Buffalo Bills,Brandin Cooks,00-0031236,WR,0.0,101.0,0.0,6.0,0.0,0.0,0.0,0.0,baseline
v2_baseline,Baseline,110.68,2025_17_JAX_IND,Jacksonville Jaguars,Parker Washington,00-0038606,WR,22.1,115.0,3.81,10.0,0.0,-5.0,0.0,0.0,baseline
v2_baseline,Baseline,105.7,2025_17_DET_MIN,Minnesota Vikings,Jordan Addison,00-0038994,WR,31.5,0.0,5.74,1.0,0.0,65.0,0.0,0.0,baseline
v2_baseline,Baseline,104.36000000000001,2025_17_DAL_WAS,Dallas Cowboys,Dak Prescott,00-0033077,QB,0.0,0.0,0.0,0.0,9.1,6.0,219.7,307.0,baseline
v2_baseline,Baseline,100.71000000000001,2025_17_ARI_CIN,Cincinnati Bengals,Joe Burrow,00-0036442,QB,0.0,0.0,0.0,0.0,13.6,1.0,220.5,305.0,baseline
v2_baseline,Baseline,98.20000000000002,2025_17_TB_MIA,Tampa Bay Buccaneers,Chris Godwin Jr.,00-0033921,WR,18.6,108.0,3.68,8.0,0.0,0.0,0.0,0.0,baseline
v2_baseline,Baseline,97.11,2025_17_BAL_GB,Green Bay Packers,Josh Jacobs,00-0035700,RB,21.0,0.0,4.33,1.0,60.9,3.0,0.0,0.0,baseline
v2_baseline,Baseline,96.78,2025_17_DAL_WAS,Dallas Cowboys,Malik Davis,00-0037563,RB,16.5,0.0,2.65,2.0,37.0,103.0,0.0,0.0,baseline
