bin_low,bin_high,count,pred_mean,obs_rate
0.375,0.441,7,0.4220282239014979,0.2857142857142857
0.441,0.452,7,0.44610411748023754,0.5714285714285714
0.452,0.481,6,0.4671862527002002,0.5
0.481,0.489,7,0.48451849279426396,0.42857142857142855
0.489,0.5,7,0.49570997052140836,0.5714285714285714
0.5,0.517,6,0.5103361395156386,1.0
0.517,0.527,7,0.5231427219078509,0.2857142857142857
0.527,0.544,6,0.5320563495283858,0.3333333333333333
0.544,0.569,7,0.5544474032902574,0.5714285714285714
0.569,0.69,7,0.6036247505439211,0.5714285714285714
