scenario_id,scenario_label,n_rows,mae_pass_attempts,mae_pass_yards,mae_pass_tds,mae_interceptions,mae_rush_attempts,mae_rush_yards,mae_rush_tds,mae_targets,mae_receptions,mae_rec_yards,mae_rec_tds,brier_any_td,any_td_rate,mae_mean
v2_baseline,Baseline,397,0.8459398496240601,6.565413533834587,0.11402255639097744,0.07105263157894737,1.7326691729323307,8.034962406015039,0.12015037593984963,1.9091353383458647,1.352406015037594,18.070676691729325,0.27518796992481204,0.10838830511819669,0.11838790931989925,3.5537833219412174
v2_blend_10_20,Market blend m=0.10 t=0.20,397,0.8495500072840497,6.633087339697564,0.11453430528617946,0.07108468038102474,1.734036337795265,8.037981453278803,0.12025338454839697,1.915664191119239,1.3553987061517725,18.10002227880122,0.27540445867274865,0.10847129670689147,0.11838790931989925,3.5642742857287506
v2_cold_minus15,Temp -15F,397,0.8487239278155448,6.591206179734405,0.1142515436262265,0.07086903291754566,1.731507102862551,8.038925069622616,0.1201861302603607,1.9102484972813207,1.353181362325256,18.086589471504716,0.2753172451151616,0.10845284655096811,0.11838790931989925,3.558273233005973
v2_elo_minus100,Home Elo -100 (diff),397,0.8561822877336613,6.6250263896421675,0.11373940792414426,0.07078226709991235,1.7323325881440845,8.01986376062561,0.11988573886696732,1.9110170691933903,1.3523172100073881,18.08232504147917,0.2746424622212751,0.10818802556097075,0.11838790931989925,3.559828565721615
v2_elo_plus100,Home Elo +100 (diff),397,0.8497489988805402,6.601919914985891,0.11444733945067297,0.07081291908439519,1.7322444159305692,8.039083862690994,0.12021390305823236,1.9144721055638991,1.355036527184228,18.09215969418606,0.27555733917215713,0.10852864208727395,0.11838790931989925,3.5605179109261496
v2_inj_away_plus1,Away starters out +1,397,0.853147298502416,6.616010101092559,0.11263846970005331,0.07096320898666476,1.7272574859591445,8.001972439702206,0.11950123523015618,1.9064429372490939,1.3481401914127082,18.05968905728278,0.2736028965228792,0.10782768854794984,0.11838790931989925,3.5535786656036965
v2_inj_away_plus2,Away starters out +2,397,0.8552508363950795,6.617291588337173,0.1123433343804554,0.07096350824004982,1.7211223997365872,7.960925211379558,0.11924520119000612,1.902178710343923,1.3450038451805018,18.028928812486505,0.2726080603950395,0.10771366398329874,0.11838790931989925,3.545987409824079
v2_inj_home_plus1,Home starters out +1,397,0.8553036871412858,6.647777136283469,0.11273414924886341,0.07088685581314716,1.725739179049171,7.9905495219553595,0.11956087626158902,1.9087587010647091,1.349094950874725,18.06789157862918,0.2736692674831652,0.10795127861404576,0.11838790931989925,3.5565423548913326
v2_inj_home_plus2,Home starters out +2,397,0.8498300464844235,6.5650042815982115,0.1120439476440313,0.07096743399471435,1.7216916033132037,7.9774456858498475,0.11936301487570551,1.9021335144571794,1.3457216098114724,18.03029401251595,0.2732750944730677,0.10779007450121467,0.11838790931989925,3.5425245677288917
v2_neutral_site,Neutral site,397,0.8496162684507802,6.613677915974116,0.11427300536169598,0.07082199449415523,1.733450948592766,8.051693014766819,0.12026488869593938,1.9122466113378693,1.3538994200017016,18.09297454260234,0.27540808108964276,0.10846295805646618,0.11838790931989925,3.5625751537607115
v2_precip_plus25,Precip +25%,397,0.8486095503078057,6.571004651373568,0.11426236269747167,0.07107280427776462,1.73062848907249,8.027774384757688,0.1203135944259192,1.9124922187626876,1.3554845040536943,18.0856439538319,0.2755364078762453,0.10851474727445914,0.11838790931989925,3.5557111746761123
v2_precip_plus50,Precip +50%,397,0.8460736833017208,6.592294939238002,0.11450063104186298,0.07107791735725713,1.7315998189442,8.032248708063896,0.12011989665552379,1.912192600898834,1.3530934608213732,18.07843088204924,0.27521452696565796,0.10843834519424315,0.11838790931989925,3.55698609684887
v2_pressure_plus005,Home/away pressure +0.05,397,0.846978117351855,6.568917489005423,0.11144858756783699,0.07108491913102943,1.723548833188609,7.974651742268227,0.11923763225886398,1.9004612337041462,1.3441540283569475,18.027095748110106,0.2725809078897027,0.10748912040811305,0.11838790931989925,3.541832658075704
v2_rest_minus7,Home rest -7 days (diff),397,0.8555264756475341,6.6451739947767035,0.11381898507747656,0.07087661577315107,1.730731977581428,8.02475782681126,0.12005232003006062,1.9144110685733629,1.3544803805036991,18.099263786755348,0.2749484654996269,0.10825040561104694,0.11838790931989925,3.564003808820877
v2_rest_plus7,Home rest +7 days (diff),397,0.8509379388738801,6.6176153077752335,0.11435925550813668,0.07104152818870892,1.7323798319326764,8.030454671641651,0.12010543096866018,1.913689988779996,1.3544281656644157,18.087657700727107,0.27530963505720546,0.10844123439698182,0.11838790931989925,3.5607254050106976
v2_sigma_high,High volatility,397,0.845824797684111,6.550826706802356,0.11456747132774105,0.07102040638813474,1.7309562402439074,8.042552675121264,0.1199974527885039,1.9132121107025135,1.353152009690479,18.063852274555035,0.27536524370576443,0.10839780325238181,0.11838790931989925,3.5528479444554377
v2_sigma_low,Low volatility,397,0.8479829908655864,6.6153345647921284,0.11423143017072193,0.07095983462576316,1.731354369317899,8.03340752794915,0.12018674314303307,1.911827592076628,1.3537352522630748,18.091616484909814,0.2752447844415177,0.10840304657957744,0.11838790931989925,3.5605346885959377
v2_spread_home_minus3,Spread home -3.0,397,0.8044562165842786,6.470867279545882,0.11638927537456215,0.07288188134594333,1.7193982569983712,7.919514497372019,0.11920446073302732,1.9052886705085696,1.3543991649200957,17.952968478130067,0.2765755690304964,0.1093321112265477,0.11838790931989925,3.5192676136857557
v2_spread_home_plus3,Spread home +3.0,397,0.8966179951255072,6.749630300973917,0.11456665107128353,0.06934859145683765,1.7474182307410342,8.197353534181941,0.12133365275652351,1.9362103710871112,1.3665603324160904,18.267416172893313,0.27512757987515163,0.10806525390628414,0.11838790931989925,3.6128712193253376
v2_total_minus3,Total -3.0,397,0.8628084423023348,6.61711793092663,0.10781706775121319,0.07096673588820727,1.7010787057714452,7.841637656164268,0.11726328021111919,1.8822435975202383,1.3289564135399905,17.911341362670868,0.26725150559470645,0.10599029074765885,0.11838790931989925,3.518952972576457
v2_total_plus3,Total +3.0,397,0.832798083694469,6.608832548000741,0.12326496002744815,0.07115247567759693,1.7655265629422912,8.26009133603098,0.12340477583634674,1.9546089813794207,1.388699351721026,18.311651720495878,0.28414494223817904,0.11137096262555651,0.11838790931989925,3.6112887034585794
v2_wind_plus10,Wind +10mph (open),397,0.8541693999892296,6.626242960339139,0.11237556896970384,0.07088766750374141,1.7263708099608686,7.994548196322955,0.11957427065436696,1.9060692844774152,1.348214014707428,18.058238310307722,0.2734775249800491,0.10777484088072459,0.11838790931989925,3.5536516371102382
v2_wind_plus20,Wind +20mph (open),397,0.8593029219135403,6.673235305718536,0.11206963476535199,0.07091554788986561,1.721865685111436,7.9703305847389,0.11900552715068678,1.906051873378518,1.3469393710636368,18.060875092380115,0.2729171473953414,0.1075728256410928,0.11838790931989925,3.5557735174096305
